,County|Prec,Type,Context
409,CHATHAM|20,PERFECT_MATCH,CHATHAM|20
410,CHATHAM|15,PERFECT_MATCH,CHATHAM|15
411,CHATHAM|78,PERFECT_MATCH,CHATHAM|78
412,CHATHAM|9,PERFECT_MATCH,CHATHAM|9
413,CHATHAM|NWM117,PERFECT_MATCH,CHATHAM|NWM117
414,CHATHAM|6,PERFECT_MATCH,CHATHAM|6
415,CHATHAM|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
416,CHATHAM|45,PERFECT_MATCH,CHATHAM|45
417,CHATHAM|24,PERFECT_MATCH,CHATHAM|24
418,CHATHAM|MCH110,PERFECT_MATCH,CHATHAM|MCH110
419,CHATHAM|3,PERFECT_MATCH,CHATHAM|3
420,CHATHAM|ONE.STOP,COUNTY_LEVEL,ONE.STOP
421,CHATHAM|PIT113,PERFECT_MATCH,CHATHAM|PIT113
422,CHATHAM|85,PERFECT_MATCH,CHATHAM|85
423,CHATHAM|21,PERFECT_MATCH,CHATHAM|21
424,CHATHAM|ESC114,PERFECT_MATCH,CHATHAM|ESC114
425,CHATHAM|18,PERFECT_MATCH,CHATHAM|18
426,CHATHAM|30,PERFECT_MATCH,CHATHAM|30
427,CLAY|WARN,PERFECT_MATCH,CLAY|WARN
428,CLAY|HAY2,PERFECT_MATCH,CLAY|HAY2
429,CLAY|HAYC,PERFECT_MATCH,CLAY|HAYC
430,CLAY|SWEE,PERFECT_MATCH,CLAY|SWEE
431,CLAY|SHCR,PERFECT_MATCH,CLAY|SHCR
432,CLAY|HIAW,PERFECT_MATCH,CLAY|HIAW
433,CLAY|BRAS,PERFECT_MATCH,CLAY|BRAS
434,CLAY|TUSQ,PERFECT_MATCH,CLAY|TUSQ
435,CLAY|HAY1,PERFECT_MATCH,CLAY|HAY1
436,CLEVELAND|S.S,PERFECT_MATCH,CLEVELAND|S.S
437,CLEVELAND|CASAR,PERFECT_MATCH,CLEVELAND|CASAR
438,CLEVELAND|RIPPY,PERFECT_MATCH,CLEVELAND|RIPPY
439,CLEVELAND|OAKGRV,PERFECT_MATCH,CLEVELAND|OAKGRV
440,CLEVELAND|LATT,PERFECT_MATCH,CLEVELAND|LATT
441,CLEVELAND|S.5,PERFECT_MATCH,CLEVELAND|S.5
442,CLEVELAND|KM.S,PERFECT_MATCH,CLEVELAND|KM.S
443,CLEVELAND|KM.N,PERFECT_MATCH,CLEVELAND|KM.N
444,CLEVELAND|LAWNDL,PERFECT_MATCH,CLEVELAND|LAWNDL
445,CLEVELAND|MULLS,PERFECT_MATCH,CLEVELAND|MULLS
446,CLEVELAND|S.C,PERFECT_MATCH,CLEVELAND|S.C
447,CLEVELAND|KINGST,PERFECT_MATCH,CLEVELAND|KINGST
448,CLEVELAND|S.4A,PERFECT_MATCH,CLEVELAND|S.4A
449,CLEVELAND|SHANGI,PERFECT_MATCH,CLEVELAND|SHANGI
450,CLEVELAND|BR,PERFECT_MATCH,CLEVELAND|BR
451,CLEVELAND|POLKVL,PERFECT_MATCH,CLEVELAND|POLKVL
452,CLEVELAND|MRB.YO,PERFECT_MATCH,CLEVELAND|MRB.YO
453,CLEVELAND|BETHWR,PERFECT_MATCH,CLEVELAND|BETHWR
454,CLEVELAND|WACO,PERFECT_MATCH,CLEVELAND|WACO
455,CLEVELAND|FALSTN,PERFECT_MATCH,CLEVELAND|FALSTN
456,CLEVELAND|GROVER,PERFECT_MATCH,CLEVELAND|GROVER
457,CRAVEN|19,PERFECT_MATCH,CRAVEN|19
458,CRAVEN|14,PERFECT_MATCH,CRAVEN|14
459,CRAVEN|N1,PERFECT_MATCH,CRAVEN|N1
460,CRAVEN|N2,PERFECT_MATCH,CRAVEN|N2
461,CRAVEN|11,PERFECT_MATCH,CRAVEN|11
462,CRAVEN|02,PERFECT_MATCH,CRAVEN|02
463,CRAVEN|05,PERFECT_MATCH,CRAVEN|05
464,CRAVEN|08,PERFECT_MATCH,CRAVEN|08
465,CRAVEN|04,PERFECT_MATCH,CRAVEN|04
466,CRAVEN|07,PERFECT_MATCH,CRAVEN|07
467,CRAVEN|16,PERFECT_MATCH,CRAVEN|16
468,CRAVEN|20,PERFECT_MATCH,CRAVEN|20
469,CRAVEN|06,PERFECT_MATCH,CRAVEN|06
470,CRAVEN|09,PERFECT_MATCH,CRAVEN|09
471,CRAVEN|10,PERFECT_MATCH,CRAVEN|10
472,CRAVEN|21,PERFECT_MATCH,CRAVEN|21
473,CRAVEN|N6,PERFECT_MATCH,CRAVEN|N6
474,CRAVEN|N5,PERFECT_MATCH,CRAVEN|N5
475,CRAVEN|13,PERFECT_MATCH,CRAVEN|13
476,CRAVEN|17,PERFECT_MATCH,CRAVEN|17
477,CRAVEN|12,PERFECT_MATCH,CRAVEN|12
478,CRAVEN|N3,PERFECT_MATCH,CRAVEN|N3
479,CRAVEN|15,PERFECT_MATCH,CRAVEN|15
480,CRAVEN|N4,PERFECT_MATCH,CRAVEN|N4
481,CRAVEN|03,PERFECT_MATCH,CRAVEN|03
482,CRAVEN|23,PERFECT_MATCH,CRAVEN|23
483,CUMBERLAND|G2C.1,PERFECT_MATCH,CUMBERLAND|G2C.1
484,CUMBERLAND|CC07,PERFECT_MATCH,CUMBERLAND|CC07
485,CUMBERLAND|CC04,PERFECT_MATCH,CUMBERLAND|CC04
486,CUMBERLAND|CC13,PERFECT_MATCH,CUMBERLAND|CC13
487,CUMBERLAND|CC25,PERFECT_MATCH,CUMBERLAND|CC25
488,CUMBERLAND|G3B,PERFECT_MATCH,CUMBERLAND|G3B
489,CUMBERLAND|G5B.2,PERFECT_MATCH,CUMBERLAND|G5B.2
490,CUMBERLAND|G7B,PERFECT_MATCH,CUMBERLAND|G7B
491,CUMBERLAND|G9A,PERFECT_MATCH,CUMBERLAND|G9A
492,CUMBERLAND|LR63,PERFECT_MATCH,CUMBERLAND|LR63
493,CUMBERLAND|G9B.2,PERFECT_MATCH,CUMBERLAND|G9B.2
494,CUMBERLAND|SH77,PERFECT_MATCH,CUMBERLAND|SH77
495,CUMBERLAND|G8B,PERFECT_MATCH,CUMBERLAND|G8B
496,CUMBERLAND|ONE.STOP.C.100,COUNTY_LEVEL,ONE.STOP.C.100
497,CUMBERLAND|MR02,PERFECT_MATCH,CUMBERLAND|MR02
498,CUMBERLAND|G6A,PERFECT_MATCH,CUMBERLAND|G6A
499,CUMBERLAND|CC26,PERFECT_MATCH,CUMBERLAND|CC26
500,CUMBERLAND|CC15,PERFECT_MATCH,CUMBERLAND|CC15
501,CUMBERLAND|CC16,PERFECT_MATCH,CUMBERLAND|CC16
502,CUMBERLAND|CC18,PERFECT_MATCH,CUMBERLAND|CC18
503,CUMBERLAND|CL57.2,PERFECT_MATCH,CUMBERLAND|CL57.2
504,CUMBERLAND|ONE.STOP.A.100,COUNTY_LEVEL,ONE.STOP.A.100
505,CUMBERLAND|G8D,PERFECT_MATCH,CUMBERLAND|G8D
506,CUMBERLAND|ABSENTEE,COUNTY_LEVEL,ABSENTEE
507,CUMBERLAND|G3C,PERFECT_MATCH,CUMBERLAND|G3C
508,CUMBERLAND|G11B,PERFECT_MATCH,CUMBERLAND|G11B
509,CUMBERLAND|G3A.2,PERFECT_MATCH,CUMBERLAND|G3A.2
510,CUMBERLAND|G3A.1,PERFECT_MATCH,CUMBERLAND|G3A.1
511,CUMBERLAND|ONE.STOP.E.100,COUNTY_LEVEL,ONE.STOP.E.100
512,CUMBERLAND|G5A.2,PERFECT_MATCH,CUMBERLAND|G5A.2
513,CUMBERLAND|CU02,PERFECT_MATCH,CUMBERLAND|CU02
514,CUMBERLAND|CC32,PERFECT_MATCH,CUMBERLAND|CC32
515,CUMBERLAND|ONE.STOP.B.100,COUNTY_LEVEL,ONE.STOP.B.100
516,CUMBERLAND|G6B,PERFECT_MATCH,CUMBERLAND|G6B
517,CUMBERLAND|CC17,PERFECT_MATCH,CUMBERLAND|CC17
518,CUMBERLAND|CC10,PERFECT_MATCH,CUMBERLAND|CC10
519,CUMBERLAND|CC29,PERFECT_MATCH,CUMBERLAND|CC29
520,CUMBERLAND|CC24,PERFECT_MATCH,CUMBERLAND|CC24
521,CUMBERLAND|G10A,PERFECT_MATCH,CUMBERLAND|G10A
522,CUMBERLAND|CL57.1,PERFECT_MATCH,CUMBERLAND|CL57.1
523,CUMBERLAND|EO61.2,PERFECT_MATCH,CUMBERLAND|EO61.2
524,CUMBERLAND|G2E.2,PERFECT_MATCH,CUMBERLAND|G2E.2
525,CUMBERLAND|G4C,PERFECT_MATCH,CUMBERLAND|G4C
526,CUMBERLAND|CC19,PERFECT_MATCH,CUMBERLAND|CC19
527,CUMBERLAND|TRANSFER.100,COUNTY_LEVEL,TRANSFER.100
528,CUMBERLAND|CC34,PERFECT_MATCH,CUMBERLAND|CC34
529,CUMBERLAND|CC03,PERFECT_MATCH,CUMBERLAND|CC03
530,CUMBERLAND|CC05,PERFECT_MATCH,CUMBERLAND|CC05
531,CUMBERLAND|G5B.1,PERFECT_MATCH,CUMBERLAND|G5B.1
532,CUMBERLAND|LI65,PERFECT_MATCH,CUMBERLAND|LI65
533,CUMBERLAND|CC31,PERFECT_MATCH,CUMBERLAND|CC31
534,CUMBERLAND|G11A.1,PERFECT_MATCH,CUMBERLAND|G11A.1
535,CUMBERLAND|EO61.1,PERFECT_MATCH,CUMBERLAND|EO61.1
536,CUMBERLAND|G2A,PERFECT_MATCH,CUMBERLAND|G2A
537,CUMBERLAND|G10C,PERFECT_MATCH,CUMBERLAND|G10C
538,CUMBERLAND|G10B,PERFECT_MATCH,CUMBERLAND|G10B
539,CUMBERLAND|CC21,PERFECT_MATCH,CUMBERLAND|CC21
540,CUMBERLAND|ONE.STOP.D.100,COUNTY_LEVEL,ONE.STOP.D.100
541,CUMBERLAND|G5C,PERFECT_MATCH,CUMBERLAND|G5C
542,CUMBERLAND|G1B,PERFECT_MATCH,CUMBERLAND|G1B
543,CUMBERLAND|CC14,PERFECT_MATCH,CUMBERLAND|CC14
544,CUMBERLAND|CC12,PERFECT_MATCH,CUMBERLAND|CC12
545,CUMBERLAND|CC27,PERFECT_MATCH,CUMBERLAND|CC27
546,CUMBERLAND|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
547,CUMBERLAND|G4B,PERFECT_MATCH,CUMBERLAND|G4B
548,CUMBERLAND|G4A,PERFECT_MATCH,CUMBERLAND|G4A
549,CUMBERLAND|G11A.2,PERFECT_MATCH,CUMBERLAND|G11A.2
550,CUMBERLAND|CC08,PERFECT_MATCH,CUMBERLAND|CC08
551,CUMBERLAND|CC33,PERFECT_MATCH,CUMBERLAND|CC33
552,CUMBERLAND|CC06,PERFECT_MATCH,CUMBERLAND|CC06
553,CUMBERLAND|CC01,PERFECT_MATCH,CUMBERLAND|CC01
554,CUMBERLAND|G5A.1,PERFECT_MATCH,CUMBERLAND|G5A.1
555,CUMBERLAND|G1A,PERFECT_MATCH,CUMBERLAND|G1A
556,CUMBERLAND|G2C.2,PERFECT_MATCH,CUMBERLAND|G2C.2
557,CUMBERLAND|G7A,PERFECT_MATCH,CUMBERLAND|G7A
558,CUMBERLAND|G9B.1,PERFECT_MATCH,CUMBERLAND|G9B.1
559,CUMBERLAND|G8C,PERFECT_MATCH,CUMBERLAND|G8C
560,CUMBERLAND|G6C,PERFECT_MATCH,CUMBERLAND|G6C
561,CUMBERLAND|G8A,PERFECT_MATCH,CUMBERLAND|G8A
562,CUMBERLAND|AH49,PERFECT_MATCH,CUMBERLAND|AH49
563,CUMBERLAND|G2E.1,PERFECT_MATCH,CUMBERLAND|G2E.1
564,CUMBERLAND|G2D,PERFECT_MATCH,CUMBERLAND|G2D
565,CUMBERLAND|G2B,PERFECT_MATCH,CUMBERLAND|G2B
566,CUMBERLAND|MB62,PERFECT_MATCH,CUMBERLAND|MB62
567,CUMBERLAND|AL51,PERFECT_MATCH,CUMBERLAND|AL51
568,CURRITUCK|PB,PERFECT_MATCH,CURRITUCK|PB
569,CURRITUCK|MY,PERFECT_MATCH,CURRITUCK|MY
570,CURRITUCK|CH,PERFECT_MATCH,CURRITUCK|CH
571,CURRITUCK|GW,PERFECT_MATCH,CURRITUCK|GW
572,CURRITUCK|PP,PERFECT_MATCH,CURRITUCK|PP
573,CURRITUCK|CI,PERFECT_MATCH,CURRITUCK|CI
574,CURRITUCK|CB,PERFECT_MATCH,CURRITUCK|CB
575,CURRITUCK|ABSENTEE,COUNTY_LEVEL,ABSENTEE
576,CURRITUCK|ONE.STOP,COUNTY_LEVEL,ONE.STOP
577,CURRITUCK|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
578,CURRITUCK|KI,PERFECT_MATCH,CURRITUCK|KI
579,CURRITUCK|IR,PERFECT_MATCH,CURRITUCK|IR
580,CURRITUCK|WH,PERFECT_MATCH,CURRITUCK|WH
581,CURRITUCK|CJ,PERFECT_MATCH,CURRITUCK|CJ
582,DAVIE|12,PERFECT_MATCH,DAVIE|12
583,DAVIE|09,PERFECT_MATCH,DAVIE|09
584,DAVIE|03,PERFECT_MATCH,DAVIE|03
585,DAVIE|06,PERFECT_MATCH,DAVIE|06
586,DAVIE|07,PERFECT_MATCH,DAVIE|07
587,DAVIE|CURBSIDE,COUNTY_LEVEL,CURBSIDE
588,DAVIE|01,PERFECT_MATCH,DAVIE|01
589,DAVIE|04,PERFECT_MATCH,DAVIE|04
590,DAVIE|13,PERFECT_MATCH,DAVIE|13
591,DAVIE|10,PERFECT_MATCH,DAVIE|10
592,DAVIE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
593,DAVIE|08,PERFECT_MATCH,DAVIE|08
594,DAVIE|02,PERFECT_MATCH,DAVIE|02
595,DAVIE|05,PERFECT_MATCH,DAVIE|05
596,DAVIE|11,PERFECT_MATCH,DAVIE|11
597,DAVIE|14,PERFECT_MATCH,DAVIE|14
598,DAVIE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
599,CARTERET|EMIS,PERFECT_MATCH,CARTERET|EMIS
600,CARTERET|BOGU,PERFECT_MATCH,CARTERET|BOGU
601,CARTERET|BFT2,PERFECT_MATCH,CARTERET|BFT2
602,CARTERET|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
603,CARTERET|DASW,PERFECT_MATCH,CARTERET|DASW
604,CARTERET|ATSL,PERFECT_MATCH,CARTERET|ATSL
605,CARTERET|MERR,PERFECT_MATCH,CARTERET|MERR
606,CARTERET|STEL,PERFECT_MATCH,CARTERET|STEL
607,CARTERET|OTBE,PERFECT_MATCH,CARTERET|OTBE
608,CARTERET|PELE,PERFECT_MATCH,CARTERET|PELE
609,CARTERET|WIHA,PERFECT_MATCH,CARTERET|WIHA
610,CARTERET|MHD1,PERFECT_MATCH,CARTERET|MHD1
611,CARTERET|OS.EAS,COUNTY_LEVEL,OS.EAS
612,CARTERET|BFT1,PERFECT_MATCH,CARTERET|BFT1
613,CARTERET|MCRK,PERFECT_MATCH,CARTERET|MCRK
614,CARTERET|MHD2,PERFECT_MATCH,CARTERET|MHD2
615,CARTERET|OS.WES,COUNTY_LEVEL,OS.WES
616,CARTERET|OS.BOE,COUNTY_LEVEL,OS.BOE
617,CARTERET|OS.CEN,COUNTY_LEVEL,OS.CEN
618,CARTERET|NPT2,PERFECT_MATCH,CARTERET|NPT2
619,CARTERET|MASM,PERFECT_MATCH,CARTERET|MASM
620,CARTERET|WILD,PERFECT_MATCH,CARTERET|WILD
621,CARTERET|BCRK,PERFECT_MATCH,CARTERET|BCRK
622,CARTERET|IBSP,PERFECT_MATCH,CARTERET|IBSP
623,CARTERET|ABCH,PERFECT_MATCH,CARTERET|ABCH
624,CARTERET|NRIV,PERFECT_MATCH,CARTERET|NRIV
625,CARTERET|CISL,PERFECT_MATCH,CARTERET|CISL
626,CARTERET|ABSENTEE,COUNTY_LEVEL,ABSENTEE
627,CARTERET|PKNL,PERFECT_MATCH,CARTERET|PKNL
628,CARTERET|HAIS,PERFECT_MATCH,CARTERET|HAIS
629,CARTERET|OS.MHD,COUNTY_LEVEL,OS.MHD
630,CARTERET|NPT1,PERFECT_MATCH,CARTERET|NPT1
631,CARTERET|MHD4,PERFECT_MATCH,CARTERET|MHD4
632,CARTERET|MHD3,PERFECT_MATCH,CARTERET|MHD3
633,CARTERET|CCCP,PERFECT_MATCH,CARTERET|CCCP
634,CATAWBA|22,PERFECT_MATCH,CATAWBA|22
635,CATAWBA|02,PERFECT_MATCH,CATAWBA|02
636,CATAWBA|08,PERFECT_MATCH,CATAWBA|08
637,CATAWBA|05,PERFECT_MATCH,CATAWBA|05
638,CATAWBA|29,PERFECT_MATCH,CATAWBA|29
639,CATAWBA|37,PERFECT_MATCH,CATAWBA|37
640,CATAWBA|21,PERFECT_MATCH,CATAWBA|21
641,CATAWBA|13,PERFECT_MATCH,CATAWBA|13
642,CATAWBA|30,PERFECT_MATCH,CATAWBA|30
643,CATAWBA|ABSENTEE,COUNTY_LEVEL,ABSENTEE
644,CATAWBA|31,PERFECT_MATCH,CATAWBA|31
645,CATAWBA|33,PERFECT_MATCH,CATAWBA|33
646,CATAWBA|24,PERFECT_MATCH,CATAWBA|24
647,CATAWBA|03,PERFECT_MATCH,CATAWBA|03
648,CATAWBA|40,PERFECT_MATCH,CATAWBA|40
649,CATAWBA|26,PERFECT_MATCH,CATAWBA|26
650,CATAWBA|23,PERFECT_MATCH,CATAWBA|23
651,CATAWBA|06,PERFECT_MATCH,CATAWBA|06
652,CATAWBA|09,PERFECT_MATCH,CATAWBA|09
653,CATAWBA|10,PERFECT_MATCH,CATAWBA|10
654,CATAWBA|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
655,CATAWBA|CURBSIDE,COUNTY_LEVEL,CURBSIDE
656,CATAWBA|27,PERFECT_MATCH,CATAWBA|27
657,CATAWBA|28,PERFECT_MATCH,CATAWBA|28
658,CATAWBA|25,PERFECT_MATCH,CATAWBA|25
659,CATAWBA|04,PERFECT_MATCH,CATAWBA|04
660,CATAWBA|07,PERFECT_MATCH,CATAWBA|07
661,CATAWBA|41,PERFECT_MATCH,CATAWBA|41
662,CATAWBA|36,PERFECT_MATCH,CATAWBA|36
663,CATAWBA|15,PERFECT_MATCH,CATAWBA|15
664,CATAWBA|17,PERFECT_MATCH,CATAWBA|17
665,CATAWBA|12,PERFECT_MATCH,CATAWBA|12
666,CATAWBA|19,PERFECT_MATCH,CATAWBA|19
667,CATAWBA|32,PERFECT_MATCH,CATAWBA|32
668,CATAWBA|38,PERFECT_MATCH,CATAWBA|38
669,CATAWBA|16,PERFECT_MATCH,CATAWBA|16
670,CATAWBA|20,PERFECT_MATCH,CATAWBA|20
671,CATAWBA|39,PERFECT_MATCH,CATAWBA|39
672,CATAWBA|01,PERFECT_MATCH,CATAWBA|01
673,CATAWBA|34,PERFECT_MATCH,CATAWBA|34
674,CATAWBA|35,PERFECT_MATCH,CATAWBA|35
675,CATAWBA|14,PERFECT_MATCH,CATAWBA|14
676,CATAWBA|11,PERFECT_MATCH,CATAWBA|11
677,COLUMBUS|P11,PERFECT_MATCH,COLUMBUS|P11
678,COLUMBUS|P10,PERFECT_MATCH,COLUMBUS|P10
679,COLUMBUS|OS.EASTCOLUMBUS,COUNTY_LEVEL,OS.EASTCOLUMBUS
680,COLUMBUS|P25B,PERFECT_MATCH,COLUMBUS|P25B
681,COLUMBUS|P17,PERFECT_MATCH,COLUMBUS|P17
682,COLUMBUS|P01A,PERFECT_MATCH,COLUMBUS|P01A
683,COLUMBUS|ABSENTEE,COUNTY_LEVEL,ABSENTEE
684,COLUMBUS|P08,PERFECT_MATCH,COLUMBUS|P08
685,COLUMBUS|OS.CHADBOURN,COUNTY_LEVEL,OS.CHADBOURN
686,COLUMBUS|OS.LOBBY,COUNTY_LEVEL,OS.LOBBY
687,COLUMBUS|P06,PERFECT_MATCH,COLUMBUS|P06
688,COLUMBUS|OS.TABORCITY,COUNTY_LEVEL,OS.TABORCITY
689,COLUMBUS|P03,PERFECT_MATCH,COLUMBUS|P03
690,COLUMBUS|P14,PERFECT_MATCH,COLUMBUS|P14
691,COLUMBUS|P15,PERFECT_MATCH,COLUMBUS|P15
692,COLUMBUS|P05,PERFECT_MATCH,COLUMBUS|P05
693,COLUMBUS|P18,PERFECT_MATCH,COLUMBUS|P18
694,COLUMBUS|P19,PERFECT_MATCH,COLUMBUS|P19
695,COLUMBUS|P20A,PERFECT_MATCH,COLUMBUS|P20A
696,COLUMBUS|P07,PERFECT_MATCH,COLUMBUS|P07
697,COLUMBUS|P26B,PERFECT_MATCH,COLUMBUS|P26B
698,COLUMBUS|P24,PERFECT_MATCH,COLUMBUS|P24
699,COLUMBUS|OS.FAIRBLUFF,COUNTY_LEVEL,OS.FAIRBLUFF
700,COLUMBUS|P12,PERFECT_MATCH,COLUMBUS|P12
701,COLUMBUS|P16B,PERFECT_MATCH,COLUMBUS|P16B
702,COLUMBUS|P13,PERFECT_MATCH,COLUMBUS|P13
703,COLUMBUS|P21,PERFECT_MATCH,COLUMBUS|P21
704,COLUMBUS|P22A,PERFECT_MATCH,COLUMBUS|P22A
705,COLUMBUS|P04,PERFECT_MATCH,COLUMBUS|P04
706,COLUMBUS|OS.BOLTON,COUNTY_LEVEL,OS.BOLTON
707,COLUMBUS|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
708,COLUMBUS|P23,PERFECT_MATCH,COLUMBUS|P23
709,COLUMBUS|P02B,PERFECT_MATCH,COLUMBUS|P02B
710,COLUMBUS|P09,PERFECT_MATCH,COLUMBUS|P09
711,DAVIDSON|42,PERFECT_MATCH,DAVIDSON|42
712,DAVIDSON|44,PERFECT_MATCH,DAVIDSON|44
713,DAVIDSON|10,PERFECT_MATCH,DAVIDSON|10
714,DAVIDSON|74,PERFECT_MATCH,DAVIDSON|74
715,DAVIDSON|60,PERFECT_MATCH,DAVIDSON|60
716,DAVIDSON|72,PERFECT_MATCH,DAVIDSON|72
717,DAVIDSON|78,PERFECT_MATCH,DAVIDSON|78
718,CHOWAN|6,PERFECT_MATCH,CHOWAN|6
719,CHOWAN|OS.BOE,COUNTY_LEVEL,OS.BOE
720,CHOWAN|2,PERFECT_MATCH,CHOWAN|2
721,CHOWAN|4,PERFECT_MATCH,CHOWAN|4
722,CHOWAN|5,PERFECT_MATCH,CHOWAN|5
723,CHOWAN|ABSENTEE,COUNTY_LEVEL,ABSENTEE
724,CHOWAN|1,PERFECT_MATCH,CHOWAN|1
725,CHOWAN|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
726,CHOWAN|OS.NCC,COUNTY_LEVEL,OS.NCC
727,CHOWAN|3,PERFECT_MATCH,CHOWAN|3
728,DAVIDSON|66,PERFECT_MATCH,DAVIDSON|66
729,DAVIDSON|06,PERFECT_MATCH,DAVIDSON|06
730,DAVIDSON|24,PERFECT_MATCH,DAVIDSON|24
731,DAVIDSON|40,PERFECT_MATCH,DAVIDSON|40
732,DAVIDSON|26,PERFECT_MATCH,DAVIDSON|26
733,DAVIDSON|52,PERFECT_MATCH,DAVIDSON|52
734,DAVIDSON|12,PERFECT_MATCH,DAVIDSON|12
735,DAVIDSON|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
736,DAVIDSON|64,PERFECT_MATCH,DAVIDSON|64
737,DAVIDSON|22,PERFECT_MATCH,DAVIDSON|22
738,DAVIDSON|80A,PERFECT_MATCH,DAVIDSON|80A
739,DAVIDSON|82,PERFECT_MATCH,DAVIDSON|82
740,DAVIDSON|88,PERFECT_MATCH,DAVIDSON|88
741,DAVIDSON|30,PERFECT_MATCH,DAVIDSON|30
742,DAVIDSON|50,PERFECT_MATCH,DAVIDSON|50
743,DAVIDSON|56,PERFECT_MATCH,DAVIDSON|56
744,DAVIDSON|18,PERFECT_MATCH,DAVIDSON|18
745,DAVIDSON|36,PERFECT_MATCH,DAVIDSON|36
746,DAVIDSON|TRANSFER,COUNTY_LEVEL,TRANSFER
747,DAVIDSON|ABSENTEE,COUNTY_LEVEL,ABSENTEE
748,DAVIDSON|62,PERFECT_MATCH,DAVIDSON|62
749,DAVIDSON|46,PERFECT_MATCH,DAVIDSON|46
750,DAVIDSON|28,PERFECT_MATCH,DAVIDSON|28
751,DAVIDSON|04,PERFECT_MATCH,DAVIDSON|04
752,DAVIDSON|68,PERFECT_MATCH,DAVIDSON|68
753,DAVIDSON|76,PERFECT_MATCH,DAVIDSON|76
754,DAVIDSON|86A,PERFECT_MATCH,DAVIDSON|86A
755,DAVIDSON|70,PERFECT_MATCH,DAVIDSON|70
756,DAVIDSON|48,PERFECT_MATCH,DAVIDSON|48
757,DAVIDSON|08,PERFECT_MATCH,DAVIDSON|08
758,DAVIDSON|20,PERFECT_MATCH,DAVIDSON|20
759,DAVIDSON|38,PERFECT_MATCH,DAVIDSON|38
760,DAVIDSON|58,PERFECT_MATCH,DAVIDSON|58
761,DAVIDSON|16,PERFECT_MATCH,DAVIDSON|16
762,DAVIDSON|84,PERFECT_MATCH,DAVIDSON|84
763,DAVIDSON|54,PERFECT_MATCH,DAVIDSON|54
764,DAVIDSON|CURBSIDE,COUNTY_LEVEL,CURBSIDE
765,DAVIDSON|32,PERFECT_MATCH,DAVIDSON|32
766,DAVIDSON|34,PERFECT_MATCH,DAVIDSON|34
767,DAVIDSON|14,PERFECT_MATCH,DAVIDSON|14
768,CHEROKEE|MURS,PERFECT_MATCH,CHEROKEE|MURS
769,CHEROKEE|HIWA,PERFECT_MATCH,CHEROKEE|HIWA
770,CHEROKEE|HANG,PERFECT_MATCH,CHEROKEE|HANG
771,CHEROKEE|UNKA,PERFECT_MATCH,CHEROKEE|UNKA
772,CHEROKEE|HOTH,PERFECT_MATCH,CHEROKEE|HOTH
773,CHEROKEE|BRAS,PERFECT_MATCH,CHEROKEE|BRAS
774,CHEROKEE|TOPT,PERFECT_MATCH,CHEROKEE|TOPT
775,CHEROKEE|ANSW,PERFECT_MATCH,CHEROKEE|ANSW
776,CHEROKEE|MARB,PERFECT_MATCH,CHEROKEE|MARB
777,CHEROKEE|MURN,PERFECT_MATCH,CHEROKEE|MURN
778,CHEROKEE|GCRK,PERFECT_MATCH,CHEROKEE|GCRK
779,CHEROKEE|BELL,PERFECT_MATCH,CHEROKEE|BELL
780,CHEROKEE|RGER,PERFECT_MATCH,CHEROKEE|RGER
781,CHEROKEE|PCHT,PERFECT_MATCH,CHEROKEE|PCHT
782,CHEROKEE|ANNW,PERFECT_MATCH,CHEROKEE|ANNW
783,CHEROKEE|CSON,PERFECT_MATCH,CHEROKEE|CSON
784,DARE|FRCO,PERFECT_MATCH,DARE|FRCO
785,DARE|STPT,PERFECT_MATCH,DARE|STPT
786,DARE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
787,DARE|MATO,PERFECT_MATCH,DARE|MATO
788,DARE|HAT,PERFECT_MATCH,DARE|HAT
789,DARE|MH,PERFECT_MATCH,DARE|MH
790,DARE|WAN,PERFECT_MATCH,DARE|WAN
791,DARE|NGHD,PERFECT_MATCH,DARE|NGHD
792,DARE|COL,PERFECT_MATCH,DARE|COL
793,DARE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
794,DARE|CHCA,PERFECT_MATCH,DARE|CHCA
795,DARE|EL,PERFECT_MATCH,DARE|EL
796,DARE|DUCK,PERFECT_MATCH,DARE|DUCK
797,DARE|KDH,PERFECT_MATCH,DARE|KDH
798,DARE|SOSH,PERFECT_MATCH,DARE|SOSH
799,DARE|AVON,PERFECT_MATCH,DARE|AVON
800,DARE|BUX,PERFECT_MATCH,DARE|BUX
801,DARE|KTHK,PERFECT_MATCH,DARE|KTHK
802,DUPLIN|CHAR,PERFECT_MATCH,DUPLIN|CHAR
803,DUPLIN|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
804,DUPLIN|FAIS,PERFECT_MATCH,DUPLIN|FAIS
